Age,Income,YearsWorked,Credible
44,2848,21,0
35,2167,9,0
56,3671,2,0
48,3408,24,1
35,2629,6,1
63,4592,34,1
35,2334,19,0
37,2382,1,0
43,3016,4,1
54,3880,14,1
47,3365,29,1
63,4010,0,0
27,1968,3,1
24,1713,2,1
48,3255,14,0
40,2564,6,0
63,4541,1,1
39,2736,7,1
59,4002,3,0
52,3764,7,1
59,4271,23,1
48,3205,20,0
59,4453,3,1
48,3763,14,1
46,3154,9,0
65,4525,27,0
65,4711,36,1
21,1452,2,0
61,4074,9,0
48,3411,22,1
42,2989,23,1
17,1111,0,0
34,2681,1,1
47,3172,21,0
32,2156,6,0
34,2170,0,0
23,1503,3,0
55,3680,12,0
43,3086,9,1
50,3606,34,1
20,1693,4,1
30,2232,14,1
41,2797,18,0
17,1175,1,0
54,3852,5,1
55,3765,32,0
63,4625,20,1
21,1792,4,1
65,4349,26,0
24,1678,7,0
54,3528,19,0
29,1793,11,0
54,3979,26,1
55,4105,0,1
32,1874,12,0
42,2802,1,0
48,3433,9,1
56,3891,4,0
27,2078,5,1
60,4246,28,1
19,1350,1,1
65,4612,4,1
51,3819,33,1
35,2602,7,1
59,3972,27,0
27,2003,11,1
43,2662,24,0
62,4345,10,1
64,5021,10,1
34,2424,4,1
30,2299,5,1
31,2211,9,1
46,3497,29,1
21,1671,5,1
49,3658,13,1
44,3158,13,1
22,1541,3,1
61,4192,1,0
52,3556,0,0
43,2683,25,0
52,3656,32,1
51,3233,13,0
30,2188,0,1
41,2882,6,1
56,3614,27,0
45,3231,27,1
45,3520,3,1
27,1864,2,0
35,2231,9,0
29,2162,2,1
20,1253,0,0
34,2205,16,0
40,3024,12,1
26,1740,5,0
59,3839,6,0
38,2772,13,1
61,4472,6,1
44,3312,24,1
36,2211,7,0
47,3029,8,0
38,2669,3,1
40,2897,9,1
44,3029,28,0
26,2111,7,1
22,1373,3,0
28,2051,9,1
30,2127,12,1
59,4003,10,0
28,1739,5,0
33,2220,4,0
48,3191,10,0
43,3150,22,1
46,3005,20,0
64,4648,43,1
52,3776,32,1
58,4097,6,1
24,1598,8,0
36,2934,20,1
33,2626,0,1
63,4205,12,0
51,3202,0,0
24,1648,8,0
34,2487,7,1
36,2635,4,1
49,3606,21,1
31,2068,13,0
60,4000,43,0
18,1202,0,0
62,4312,1,0
50,3969,19,1
61,4199,18,0
63,3862,42,0
24,1766,0,1
55,4295,29,1
57,4108,16,1
19,1521,1,1
56,3872,38,0
46,3363,16,1
22,1034,3,0
57,4182,13,1
37,2516,18,0
41,2729,7,0
40,2476,0,0
47,3146,9,0
60,4067,2,0
63,4353,45,0
31,2193,10,1
57,4080,15,1
41,3252,2,1
37,2596,12,1
43,3083,25,1
65,4551,3,1
24,1349,4,0
26,2046,4,1
23,1805,5,1
25,2151,6,1
16,1652,0,1
32,2211,4,0
43,3088,27,1
47,3501,26,1
49,3277,28,0
41,2804,8,0
52,3410,30,0
63,4799,14,1
16,1026,0,0
60,4063,41,0
29,1679,2,0
31,2281,3,1
60,4145,4,0
19,1837,3,1
48,3251,18,0
52,4055,7,1
54,3839,1,1
53,3673,13,0
47,2765,11,0
43,2911,2,0
20,1074,2,0
60,3979,25,0
61,4299,16,1
56,4100,22,1
38,2432,10,0
33,2357,5,1
55,3471,13,0
50,3251,21,0
48,3161,16,0
29,1986,6,0
40,2822,23,1
21,1377,5,0
50,3711,11,1
33,2486,13,1
60,3947,35,0
56,3878,21,0
39,2684,4,0
41,2785,16,0
35,2766,14,1
33,2315,5,1
60,3973,5,0
50,3695,6,1
38,2644,7,0
60,4032,37,0
21,1314,0,0
63,4427,13,1
22,1494,5,0
48,3479,16,1
39,2778,17,1
57,4236,1,1
35,2386,3,0
23,1463,0,0
63,4572,33,1
63,4502,37,1
57,3782,29,0
55,3696,20,0
33,2291,9,0
62,4332,43,0
23,1570,5,0
61,4333,19,1
52,3653,21,1
23,1345,3,0
16,1346,0,1
64,4565,14,1
38,2640,5,0
33,2457,4,1
41,2481,1,0
63,4647,24,1
43,2991,21,0
33,2255,8,0
22,1577,4,1
38,2437,15,0
47,3101,12,0
40,2740,9,0
29,2271,2,1
38,3071,4,1
59,4399,2,1
59,4037,3,0
24,1642,6,0
24,1757,0,1
26,1618,9,0
51,3554,26,0
46,3479,19,1
47,3434,26,1
54,3960,17,1
28,2209,7,1
33,2461,10,1
53,3844,27,1
28,2029,0,1
53,3691,27,0
30,2542,8,1
52,3324,28,0
53,3830,4,1
37,2527,19,0
18,1230,2,0
35,2374,2,0
62,4403,44,1
23,1674,1,1
17,997,1,0
29,2069,12,1
19,1517,1,1
28,2185,8,1
55,3788,27,0
56,4037,23,1
47,3161,25,0
60,4100,42,0
19,1257,2,0
40,2613,11,0
32,2505,2,1
51,3895,29,1
52,3619,13,0
60,3833,5,0
22,1530,3,0
38,3041,18,1
19,1186,2,0
65,4646,17,1
40,2980,18,1
40,2905,4,1
48,3237,9,0
26,1849,5,1
22,1507,6,0
31,2202,2,1
52,3770,4,1
49,3830,25,1
27,2055,6,1
59,4342,11,1
29,1908,2,0
17,1190,1,1
59,4149,37,1
33,2072,14,0
34,2274,18,0
17,1306,1,1
51,3598,14,1
19,1381,2,1
21,1071,2,0
35,2962,9,1
27,2103,5,1
38,2596,18,0
64,4579,25,1
16,1297,0,1
61,4281,7,1
64,4705,44,1
51,3589,4,1
31,2246,11,1
36,2713,17,1
39,2878,21,1
16,998,0,0
21,1478,4,1
47,3211,7,0
28,1970,2,1
47,3079,24,0
51,3784,15,1
35,1995,16,0
33,2196,15,0
17,1534,1,1
21,1442,3,0
22,1407,2,0
32,2394,9,1
64,4303,1,0
61,4329,35,1
35,2408,2,0
57,3995,3,1
28,1796,1,0
56,3766,27,0
62,4214,5,0
53,3943,5,1
39,3061,13,1
41,2589,12,0
29,1753,0,0
56,3887,19,0
42,2862,25,0
27,1878,11,0
37,2515,13,0
39,2504,18,0
19,1045,0,0
37,2569,1,0
47,3245,19,0
56,4175,37,1
39,2698,7,0
34,2199,8,0
35,2612,10,1
64,4695,28,1
58,3961,18,0
34,2223,9,0
17,1168,1,0
37,2849,6,1
35,2356,9,0
60,3760,15,0
19,1012,1,0
58,4120,23,1
50,3633,21,1
21,1502,5,1
20,1423,4,1
31,1994,0,0
43,3113,11,1
51,3433,14,0
65,4418,25,0
16,1296,0,1
61,3982,2,0
46,3720,16,1
36,2444,11,0
62,4364,2,1
39,2597,1,0
58,4525,35,1
57,4180,35,1
25,1564,4,0
44,3130,13,1
58,4060,6,1
57,4518,26,1
58,4713,19,1
38,2644,8,0
34,2474,2,1
51,3655,9,1
30,2704,0,1
34,2525,10,1
44,2783,4,0
24,1707,8,1
16,1318,0,1
59,3832,11,0
33,2422,8,1
41,2910,1,1
18,1206,2,0
21,1247,2,0
22,1711,5,1
64,4346,17,0
57,3679,32,0
46,3002,21,0
49,3544,29,1
19,1069,2,0
31,2409,11,1
64,4268,28,0
62,4079,42,0
33,2153,11,0
45,3122,27,0
43,3341,9,1
27,1568,3,0
49,3473,31,1
18,902,2,0
50,3717,22,1
40,2954,24,1
42,2980,0,1
17,1437,1,1
33,2361,8,1
63,4270,34,0
49,3458,12,1
20,1088,4,0
36,2596,2,1
46,3374,27,1
41,2759,19,0
37,2446,20,0
36,2199,1,0
64,4581,21,1
40,2921,15,1
18,914,0,0
41,3139,16,1
63,4527,38,1
21,1680,1,1
49,3026,33,0
28,2089,5,1
61,4410,20,1
27,2053,6,1
31,2301,13,1
45,3253,4,1
16,1150,0,1
24,1863,2,1
48,3280,20,0
61,4468,31,1
26,1872,5,1
45,2992,29,0
46,3394,25,1
55,3613,18,0
18,1094,2,0
33,2256,9,0
27,1984,8,1
63,4322,39,0
51,3642,34,1
32,2183,3,0
36,2441,4,0
36,2429,12,0
43,3010,3,1
19,1667,0,1
23,1901,7,1
22,1531,0,0
25,2062,6,1
25,2022,6,1
32,1953,4,0
58,4160,4,1
64,4402,7,0
43,3020,2,1
58,4199,19,1
53,3659,27,0
30,2233,4,1
44,2980,21,0
60,4063,31,0
41,2921,2,1
58,3945,19,0
57,4580,0,1
60,4143,10,0
58,4670,4,1
30,2037,2,0
31,2240,6,1
51,3233,2,0
59,4183,16,1
55,4103,27,1
46,3263,27,1
48,3372,22,1
51,3859,18,1
54,4432,29,1
56,3679,21,0
50,3406,14,0
38,2419,18,0
60,4287,32,1
24,1416,4,0
25,1684,1,0
22,1420,4,0
60,4155,11,0
26,1969,1,1
27,1847,6,0
57,3754,1,0
52,3474,34,0
21,1160,2,0
50,3424,3,0
40,3101,14,1
48,3299,6,0
27,1990,11,1
54,3782,36,1
62,4099,16,0
27,1745,2,0
21,1454,0,0
22,1518,5,0
38,2871,2,1
35,2695,19,1
52,3725,5,1
34,2485,7,1
61,4357,27,1
34,2498,9,1
18,1329,1,1
20,1698,0,1
47,3182,24,0
64,4444,19,0
37,2355,10,0
58,4269,32,1
21,1369,4,0
63,4462,16,1
55,4060,28,1
36,2531,11,1
58,4123,24,1
52,3559,34,0
51,3531,5,0
41,2766,4,0
54,3734,30,0
51,3564,16,0
37,2924,3,1
40,2746,15,0
28,1693,2,0
63,4325,2,0
64,4372,18,0
65,4142,6,0
20,1636,3,1
20,1744,1,1
65,4804,41,1
47,2867,8,0
22,1417,1,0
39,2942,19,1
60,4031,42,0
52,3771,3,1
20,1575,3,1
19,1233,3,0
52,3948,5,1
22,1213,0,0
26,1577,1,0
28,1850,4,0
32,2152,9,0
17,1168,0,0
57,3818,39,0
51,3431,0,0
57,4200,36,1
52,3896,24,1
59,4311,5,1
62,4427,14,1
24,1801,4,1
54,3993,29,1
17,1150,1,0
60,4348,5,1
43,3131,11,1
58,4333,0,1
20,1432,0,1
26,1880,0,1
44,2955,23,0
18,1136,0,0
23,1789,0,1
38,2652,17,0
24,1524,3,0
22,1326,6,0
20,1396,1,0
39,3029,10,1
52,3889,8,1
48,3472,14,1
49,3244,27,0
28,1822,0,0
54,3700,2,0
28,1813,11,0
42,3185,18,1
46,3003,22,0
49,3536,26,1
39,2434,12,0
50,3578,10,1
33,2397,9,1
29,1764,2,0
31,2117,14,0
51,3369,5,0
30,2063,14,0
56,3991,11,1
40,2636,12,0
55,3680,13,0
28,2180,1,1
57,3727,17,0
40,2241,2,0
48,3254,7,0
40,2426,12,0
35,2530,5,1
27,1848,11,0
49,3416,16,0
32,1960,2,0
26,1894,9,1
63,4285,7,0
58,3971,11,0
18,1114,1,0
36,2492,10,0
44,3372,1,1
41,2833,18,0
36,2468,13,0
55,3872,6,1
58,3929,35,0
53,3926,37,1
28,1851,3,0
51,3691,12,1
29,1922,12,0
27,1646,0,0
37,2511,7,0
30,1836,14,0
46,3392,3,1
35,2162,3,0
34,2184,17,0
36,2828,6,1
47,3226,5,0
16,1365,0,1
40,2331,9,0
60,4323,25,1
61,4179,2,0
22,1361,2,0
49,3687,7,1
48,3112,9,0
47,3298,16,1
56,3506,13,0
27,1646,9,0
23,1321,1,0
54,3710,33,0
55,3628,24,0
54,3875,15,1
56,4015,21,1
51,3364,23,0
22,1665,3,1
57,4094,3,1
55,3826,21,0
30,2453,1,1
46,3423,25,1
25,1609,8,0
63,4328,24,0
56,3932,6,1
19,1211,1,0
39,2990,11,1
19,1615,3,1
61,4261,37,0
25,1410,6,0
51,3313,27,0
37,2525,11,0
20,1219,2,0
60,4344,16,1
62,3950,3,0
63,4243,2,0
30,1808,9,0
45,3287,19,1
57,4110,23,1
63,4522,23,1
40,2695,3,0
48,3656,32,1
19,1266,3,0
65,4343,21,0
30,2363,0,1
62,4657,17,1
35,2344,18,0
28,2088,3,1
64,4788,4,1
22,1446,0,0
52,3747,36,1
44,3208,15,1
54,3642,21,0
44,3000,25,0
39,2718,12,0
39,2779,19,1
20,1486,4,1
46,3302,2,1
44,3153,10,1
49,3058,20,0
48,3303,25,0
20,1291,2,0
48,3640,19,1
44,3014,9,0
26,2049,7,1
57,4125,31,1
40,2632,21,0
28,2052,1,1
61,4126,2,0
48,3526,11,1
43,3114,13,1
42,2827,14,0
23,1476,6,0
44,3244,7,1
60,4157,2,0
65,4865,42,1
40,2631,18,0
53,3672,9,0
45,3024,17,0
64,4484,29,1
22,1601,2,1
26,1513,5,0
34,2325,15,0
41,2561,10,0
44,3080,28,1
37,2051,21,0
29,2206,0,1
22,1405,6,0
49,3213,20,0
49,3351,10,0
54,3946,38,1
24,1646,4,0
52,3492,7,0
23,1699,3,1
49,3696,3,1
59,4065,16,0
23,1298,5,0
16,700,0,0
42,2875,16,0
57,4046,23,1
41,2867,25,0
30,2183,7,1
30,1800,6,0
21,1344,1,0
59,4175,8,1
52,3651,26,1
52,4167,1,1
32,2376,11,1
46,3350,24,1
56,4008,21,1
29,2120,8,1
51,3574,29,1
62,4264,14,0
46,3460,26,1
16,905,0,0
54,3833,18,1
38,2953,6,1
21,1750,0,1
22,1301,6,0
65,4931,20,1
53,3702,24,0
62,4496,22,1
53,3738,0,1
41,2704,1,0
27,1779,0,0
53,3869,13,1
17,1246,0,1
51,3500,13,0
46,3231,15,1
36,2428,12,0
63,4571,5,1
55,3825,32,0
48,3610,12,1
39,3165,15,1
53,3794,5,1
41,3040,14,1
45,3212,17,1
44,3031,19,0
50,3471,26,0
58,3897,5,0
56,3768,11,0
34,2096,7,0
30,2580,6,1
47,3059,24,0
19,1777,1,1
63,4324,27,0
22,1439,6,0
51,3428,7,0
42,3046,13,1
52,3581,19,0
37,2610,8,1
32,2142,8,0
43,2811,12,0
36,2605,12,1
36,2611,1,1
45,3383,5,1
58,3988,5,0
52,3422,13,0
42,3349,18,1
51,3423,33,0
34,2550,18,1
18,1246,1,0
63,4227,47,0
61,4062,15,0
32,2266,9,1
39,2718,3,0
52,3820,28,1
25,1913,8,1
60,4396,16,1
41,2700,19,0
40,2852,23,1
17,1178,1,0
25,1761,3,1
61,4244,10,0
28,2038,4,1
42,3140,10,1
47,3163,27,0
16,1347,0,1
51,3474,1,0
54,3874,16,1
48,3449,3,1
45,2805,29,0
27,1925,2,1
54,3506,10,0
16,1269,0,1
17,1351,0,1
63,4547,3,1
24,1877,4,1
58,4034,42,0
54,3954,27,1
57,3897,8,0
61,4077,8,0
28,1903,2,0
31,1969,15,0
53,3484,3,0
37,2519,17,0
41,2758,22,0
56,3856,36,0
23,1518,7,0
28,2400,10,1
64,4649,14,1
47,3283,23,0
16,1280,0,1
48,3674,19,1
32,1992,14,0
26,1637,2,0
47,3474,4,1
27,1912,8,1
47,3630,23,1
58,3981,23,0
32,2322,8,1
16,850,0,0
56,3447,20,0
29,1966,11,0
58,3738,32,0
20,1632,3,1
33,2179,9,0
49,3483,17,1
57,3959,41,0
29,2514,7,1
30,2428,4,1
51,3658,24,1
40,2852,21,1
33,2381,8,1
41,2561,22,0
24,1826,7,1
31,2057,9,0
31,2225,9,1
20,1312,3,0
16,1034,0,0
17,1216,1,1
51,3424,27,0
43,3168,17,1
27,1833,6,0
63,4460,42,1
55,3675,24,0
59,4286,20,1
32,2466,1,1
46,3132,8,0
65,4737,1,1
65,4536,20,0
63,4694,18,1
39,2983,16,1
24,1887,0,1
29,2001,0,0
57,4025,7,1
60,4170,10,0
55,3703,36,0
24,1584,1,0
61,4295,18,1
49,3417,31,0
39,2648,19,0
39,2351,22,0
23,1749,1,1
27,2051,7,1
41,2948,12,1
26,1831,6,1
29,1983,11,0
44,3143,16,1
21,1154,1,0
57,4127,35,1
63,4575,20,1
54,3883,7,1
34,2548,2,1
34,1934,1,0
40,3331,7,1
59,3897,33,0
60,4129,30,0
49,3387,30,0
24,1189,2,0
50,3582,20,1
43,3217,19,1
38,2586,11,0
19,1398,1,1
16,1190,0,1
26,1840,5,1
64,4523,14,1
56,3874,22,0
56,3950,32,1
44,3079,13,0
48,2920,20,0
45,3461,27,1
61,4349,10,1
56,3964,17,1
60,3969,18,0
45,3207,8,1
52,4002,15,1
55,4103,18,1
33,2280,16,0
57,4160,25,1
38,2674,2,1
54,3736,3,0
17,1398,1,1
32,2422,0,1
21,1587,4,1
44,3250,5,1
59,4038,26,0
34,2168,18,0
40,2932,13,1
16,1042,0,0
59,3952,27,0
57,4164,31,1
55,3886,2,1
46,3255,8,1
38,2468,22,0
59,4201,5,1
31,1919,15,0
61,4117,4,0
41,2800,19,0
37,2681,0,1
21,1244,4,0
36,2624,1,1
52,3616,23,0
41,2652,19,0
40,2875,9,1
54,3857,27,1
41,3040,10,1
41,3032,9,1
57,4098,39,1
48,3418,27,1
56,3940,17,1
44,3184,15,1
28,2579,2,1
18,1210,1,0
51,3796,33,1
62,4447,1,1
49,3450,25,1
39,2444,4,0
58,3757,40,0
46,3298,23,1
29,2151,8,1
57,3790,2,0
34,2215,8,0
23,1451,4,0
16,1301,0,1
35,2594,2,1
42,3021,18,1
33,2267,3,0
23,1527,5,0
24,1910,3,1
60,4620,29,1
53,3777,4,1
58,4063,38,1
37,2542,7,0
17,1358,1,1
35,2259,6,0
65,4737,31,1
53,4017,32,1
42,2894,1,0
35,2504,5,1
59,4558,12,1
63,4431,2,1
65,4555,9,1
64,4481,46,1
37,2644,8,1
54,3510,34,0
26,1942,8,1
41,2766,7,0
65,4635,2,1
36,2989,10,1
23,1434,2,0
34,2547,4,1
39,2529,5,0
19,1315,3,0
17,1044,0,0
31,2514,10,1
46,3207,20,0
46,3088,28,0
20,1450,3,1
45,3071,13,0
54,3883,0,1
16,983,0,0
47,3420,30,1
53,3777,2,1
26,2106,10,1
59,4320,6,1
57,3886,28,0
35,2912,7,1
32,2428,1,1
50,3573,5,1
16,1236,0,1
30,2191,13,1
52,3655,6,1
32,2331,5,1
60,4468,38,1
39,2966,18,1
41,2936,7,1
35,2363,1,0
63,4300,8,0
44,3000,1,0
18,1288,2,1
60,4259,21,1
18,1042,1,0
23,1657,5,1
44,2778,11,0
55,3577,28,0
47,3166,18,0
35,2417,6,0
54,3794,23,1
59,4500,16,1
27,1615,9,0
57,4146,2,1
53,3613,25,0
19,1089,2,0
50,3290,2,0
29,2050,10,1
29,2294,12,1
50,3577,22,1
47,3180,24,0
20,1420,3,1
35,2512,2,1
20,1303,2,0
30,1901,0,0
20,1252,4,0
40,2777,18,0
59,4148,11,1
20,1186,3,0
57,4143,33,1
30,2244,12,1
63,4173,19,0
43,3363,20,1
20,1654,2,1
16,805,0,0
37,2294,19,0
62,4257,27,0
19,1367,2,1
61,4149,31,0
50,3037,9,0
27,1914,0,1
26,1747,9,0
53,3788,15,1
59,3889,5,0
22,1629,3,1
43,3294,2,1
45,3328,2,1
17,1214,0,1
25,1330,7,0
51,3468,1,0
40,2891,14,1
26,1797,9,0
56,4002,40,1
18,1371,1,1
41,3110,25,1
19,1183,3,0
52,3455,17,0
56,4089,38,1
41,3111,4,1
55,3952,8,1
25,1468,6,0
18,1398,2,1
24,1810,5,1
17,972,0,0
16,1243,0,1
60,3900,20,0
36,2449,11,0
55,3779,37,0
56,3919,28,0
35,2100,16,0
19,1373,0,1
36,2528,0,1
50,3492,0,0
44,3499,22,1
44,3273,7,1
65,4289,42,0
25,1663,1,0
59,4103,25,0
20,1464,0,1
54,3588,2,0
64,4408,20,0
37,2369,18,0
32,2298,14,1
16,1452,0,1
39,2796,17,1
51,3470,33,0
33,2239,14,0
51,3582,5,1
21,1379,3,0
39,2741,14,1
23,1408,0,0
57,4125,4,1
60,4219,13,1
58,4325,42,1
25,1829,0,1
45,3235,8,1
61,4220,40,0
57,3976,34,0
54,3708,11,0
60,4304,4,1
38,2741,11,1
61,4266,0,0
48,3351,19,0
25,1664,2,0
52,3835,18,1
51,3522,7,0
59,3970,31,0
52,3832,2,1
55,4045,1,1
33,2292,2,0
58,3985,30,0
21,1357,2,0
65,4541,47,0
45,3160,24,1
34,2244,3,0
55,3932,14,1
61,4446,14,1
43,2947,4,0
65,4683,2,1
31,2331,14,1
53,3731,27,1
27,1990,10,1
17,1513,1,1
58,4119,42,1
25,1860,7,1
47,3398,6,1
24,1703,2,1
53,3864,8,1
28,2042,0,1
58,4023,21,0
23,1643,1,1
53,3889,36,1
56,4141,6,1
25,1794,0,1
61,4578,13,1
26,1559,8,0
22,1568,0,1
59,3802,18,0
33,2715,7,1
62,4627,19,1
34,2157,13,0
21,1640,3,1
58,3988,25,0
47,3258,20,0
53,3870,25,1
64,4688,12,1
62,4339,46,0
31,1633,14,0
33,2518,5,1
19,1312,3,0
20,1589,1,1
19,1180,3,0
30,1961,7,0
53,3750,2,1
45,3689,3,1
32,2075,3,0
43,3049,23,1
57,3902,32,0
47,2750,4,0
49,3479,8,1
26,1642,9,0
56,4161,31,1
16,1067,0,0
62,4668,26,1
56,3875,36,0
16,1213,0,1
20,1557,0,1
63,4303,12,0
38,2450,0,0
53,3375,36,0
17,1279,1,1
53,3844,20,1
20,1453,2,1
29,2017,8,0
43,2910,17,0
61,4330,0,1
58,4201,16,1
37,2815,3,1
26,1790,7,0
35,2339,1,0
19,1266,1,0
42,2828,2,0
49,3602,28,1
54,3651,37,0
59,4284,31,1
17,977,0,0
27,1574,2,0
53,3717,30,1
34,2374,13,0
64,4614,23,1
44,3265,5,1
39,2906,20,1
52,3602,7,0
62,3865,16,0
53,3540,27,0
65,4430,6,0
52,4032,32,1
34,2075,6,0
32,2392,13,1
39,3042,10,1
26,2068,0,1
19,1291,1,0
52,3556,25,0
19,986,3,0
56,4432,8,1
54,3783,26,1
30,1930,1,0
47,3280,25,0
41,2945,11,1
53,4087,33,1
51,3783,14,1
21,1533,1,1
55,4142,10,1
52,3483,27,0
39,2725,3,0
65,4516,36,0
16,972,0,0
54,3498,8,0
27,1944,4,1
19,1310,0,0
23,1609,1,0
40,2512,11,0
28,1779,11,0
17,1307,1,1
47,3456,22,1
57,3939,41,0
41,2500,3,0
45,3028,29,0
41,2723,24,0
48,3689,24,1
19,1287,2,0
46,3038,21,0
35,2180,0,0
45,3020,17,0
38,2456,18,0
19,1383,1,1
57,3890,29,0
28,2212,9,1
34,2354,6,0
58,3930,11,0
56,3961,3,1
58,3958,28,0
57,4002,26,1
30,2231,4,1
31,2258,0,1
18,1304,2,1
55,3735,5,0
63,4403,9,0
56,4115,24,1
36,2116,8,0
44,3076,19,0
22,1555,4,1
43,3228,24,1
50,3556,28,1
49,3329,12,0
43,3053,13,1
59,4143,30,1
44,2688,1,0
64,4546,44,1
41,2805,10,0
62,4387,17,1
20,1686,0,1
39,2431,4,0
20,1304,4,0
48,3419,14,1
41,2742,23,0
34,2066,9,0
39,2778,12,1
51,3724,19,1
21,1526,3,1
45,3252,11,1
32,2137,12,0
47,3042,22,0
33,2359,8,1
33,2273,12,0
32,2196,11,0
27,2208,11,1
60,4008,39,0
16,1239,0,1
25,1761,5,1
21,1401,3,0
62,4383,40,1
58,3815,16,0
63,4254,16,0
65,4735,22,1
21,1553,4,1
64,4528,43,1
25,2037,3,1
43,2885,10,0
21,1685,2,1
18,1351,0,1
60,4309,0,1
19,1185,0,0
38,2768,5,1
24,1807,7,1
16,1275,0,1
62,4441,28,1
45,3293,4,1
58,3808,14,0
42,2876,4,0
45,3460,11,1
42,2488,0,0
43,2720,20,0
16,1361,0,1
18,1104,2,0
35,2529,2,1
59,4233,32,1
64,4677,39,1
18,1428,2,1
39,2983,13,1
35,2625,6,1
20,1602,2,1
59,4301,28,1
65,4800,26,1
31,2308,1,1
65,4567,48,1
17,1281,1,1
43,2610,9,0
35,2369,17,0
17,954,0,0
57,3835,22,0
39,2662,5,0
33,2386,16,1
65,4567,5,1
44,3403,6,1
21,1579,4,1
59,3976,40,0
41,2720,13,0
49,3558,24,1
60,4261,31,1
58,4169,31,1
54,3767,18,0
19,540,3,0
28,2150,8,1
22,1666,6,1
38,2454,6,0
51,3744,10,1
49,3211,20,0
55,4100,32,1
26,1766,6,0
26,1703,9,0
26,1903,5,1
31,2119,8,0
51,3188,22,0
36,2272,10,0
54,4153,21,1
31,1968,10,0
34,2573,1,1
18,1288,2,1
61,4049,22,0
55,3692,22,0
62,3557,9,0
57,3974,7,0
29,1681,1,0
24,1900,7,1
27,1645,8,0
17,1252,1,1
61,4403,19,1
54,3818,33,1
64,4675,32,1
57,4185,15,1
55,3889,2,1
47,3089,12,0
40,2998,11,1
60,4083,29,0
58,4150,1,1
40,3146,4,1
59,3879,21,0
20,1410,0,1
62,4178,5,0
54,3918,0,1
19,1225,2,0
59,4614,3,1
16,1142,0,1
34,2584,2,1
45,3184,5,1
22,1586,4,1
60,4351,37,1
49,3322,11,0
53,3762,31,1
16,1693,0,1
41,2517,22,0
19,1221,2,0
36,2532,13,1
29,2159,13,1
25,1564,6,0
63,4271,34,0
44,2504,8,0
19,1683,1,1
18,1413,1,1
45,3341,5,1
61,4378,0,1
55,4178,37,1
30,2192,12,1
51,3645,31,1
48,3141,27,0
32,2296,1,1
16,1142,0,1
27,1760,4,0
26,1915,3,1
54,3843,33,1
61,4285,42,1
18,1490,0,1
49,3071,16,0
20,1672,3,1
47,3157,28,0
43,3378,20,1
22,1537,6,0
28,1880,4,0
22,1663,4,1
53,3423,3,0
45,2912,29,0
45,3490,16,1
16,996,0,0
36,2131,13,0
33,2111,11,0
51,3540,9,0
18,1021,0,0
52,3603,0,0
54,3864,34,1
22,1532,4,0
18,1231,1,0
55,3832,21,0
36,2853,18,1
46,2912,27,0
37,2849,12,1
49,3655,31,1
35,2165,6,0
39,3056,3,1
34,2130,11,0
16,919,0,0
48,3297,19,0
49,3615,1,1
44,2928,22,0
35,2609,8,1
48,3554,31,1
53,3588,14,0
51,3724,17,1
25,1621,5,0
64,4845,28,1
30,2140,14,1
52,3828,6,1
30,2079,5,0
53,3844,34,1
65,4644,21,1
49,3515,24,1
39,2767,0,1
23,1540,0,0
47,3222,8,0
53,3705,22,0
38,2908,3,1
38,2640,16,0
56,3844,9,0
58,4105,40,1
50,3235,30,0
49,3436,23,1
64,4503,24,1
45,3221,21,1
21,1736,3,1
44,2859,10,0
18,1471,2,1
20,1577,4,1
23,1484,4,0
63,4414,29,1
65,4745,5,1
18,1326,1,1
61,4083,6,0
54,3559,7,0
40,3058,5,1
44,3033,15,0
40,2974,15,1
62,4355,26,1
35,2374,19,0
46,2854,6,0
20,1430,0,1
51,3454,16,0
56,4005,25,1
51,4018,30,1
18,1281,2,1
64,4461,24,0
17,874,1,0
25,1829,2,1
42,2403,2,0
32,2178,13,0
62,4439,2,1
29,1796,12,0
31,2097,10,0
43,2614,1,0
37,2802,6,1
32,1951,15,0
44,3011,14,0
42,3060,25,1
30,2033,9,0
25,1624,1,0
41,2755,1,0
31,2395,10,1
34,2596,9,1
41,2600,8,0
65,4383,46,0
52,3646,27,1
39,2732,2,1
25,1812,9,1
33,2132,7,0
23,1641,6,1
59,4153,33,1
20,1564,3,1
27,2017,5,1
44,3197,16,1
43,2905,26,0
39,3092,15,1
18,1234,1,0
61,4167,43,0
24,1822,1,1
17,1147,0,0
49,3235,7,0
32,2476,16,1
60,4202,3,1
26,2074,10,1
45,2611,11,0
45,3211,22,1
42,3050,8,1
63,4431,24,1
52,3709,25,1
31,2181,15,1
59,3839,42,0
22,1405,3,0
19,1028,0,0
55,3679,25,0
23,1591,0,0
51,3830,0,1
23,1520,7,0
64,4574,0,1
45,3198,16,1
57,4156,24,1
53,4046,33,1
20,1133,4,0
59,4529,10,1
40,2983,17,1
16,1268,0,1
54,4052,11,1
41,2869,11,0
41,3038,14,1
31,1903,10,0
40,2620,19,0
51,3277,4,0
60,4179,30,0
19,1311,2,0
18,1212,0,0
27,1831,0,0
29,1995,6,0
19,1532,1,1
21,1398,1,0
60,4156,6,0
57,3999,19,1
22,1952,0,1
16,1254,0,1
63,4213,44,0
39,2733,4,1
23,1643,5,1
62,4571,23,1
55,3964,22,1
65,4566,35,1
19,1086,1,0
65,4660,14,1
46,3182,25,0
22,1224,5,0
